host_ID,host_species,village,season,sex,mass,unfiltered_reads,grid,dist_village,total_reads,asv_ID,reads
2613,Rattus rattus,Mandena,3,male,35.5,20800,flooded_rice,1.19,9531.999999999998,ASV_141,0.07301720520352498
3801,Rattus rattus,Andatsakala,2,male,78,22764,village,0,11200.999999999998,ASV_141,0.1105258459066155
3840,Rattus rattus,Andatsakala,3,male,114,11290,brushy_regrowth,1.71,5229.999999999999,ASV_141,0.02982791586998087
3961,Rattus rattus,Andatsakala,3,female,92,21872,village,0,6806.999999999998,ASV_141,0.08212134567357132
3816,Rattus rattus,Andatsakala,2,female,64,21954,village,0,11439.999999999998,ASV_141,0.043006993006993
3656,Rattus rattus,Andatsakala,1,female,24.5,36208,flooded_rice,0.4,20739.999999999996,ASV_141,0.01798457087753134
3335,Rattus rattus,Sarahandrano,3,female,116,31136,secondary_forest,2.35,14959.999999999996,ASV_141,0.06330213903743316
2067,Rattus rattus,Mandena,1,male,88,23381,agriculture,1.61,12051.999999999998,ASV_141,0.03974444075672088
3623,Rattus rattus,Andatsakala,1,male,120,48043,agroforest,1.08,27255.999999999996,ASV_1411,0.01977546228353389
3872,Rattus rattus,Andatsakala,3,male,92,20918,agriculture,1.46,8597.999999999998,ASV_1411,0.03314724354501047
3477,Rattus rattus,Sarahandrano,3,female,77,28075,village,0,14688.999999999998,ASV_1412,0.07406903124787256
3636,Rattus rattus,Andatsakala,1,female,37.5,28871,village,0,17139,ASV_1412,0.01686212731197852
3438,Rattus rattus,Sarahandrano,3,female,85,27890,village,0,10656.999999999998,ASV_1412,0.02786900628694755
3778,Rattus rattus,Andatsakala,2,male,112,23670,flooded_rice,0.39,12275.999999999998,ASV_1412,0.03429455848810688
2745,Rattus rattus,Mandena,3,male,95,31690,agroforest,0.45,11053.999999999998,ASV_1413,0.04776551474579339
2983,Mus musculus,Sarahandrano,1,male,11,54872,flooded_rice,0.33,34311.99999999999,ASV_1413,0.02124621123805082
3603,Mus musculus,Andatsakala,1,male,10.8,27543,agroforest,1.08,14148.999999999998,ASV_1413,0.02049614813767757
3735,Rattus rattus,Andatsakala,2,male,156,41136,semi-intact_forest,2.6,24071.999999999996,ASV_1413,0.02139415088069125
2748,Rattus rattus,Mandena,3,male,71,20379,agroforest,0.45,14408.999999999998,ASV_1413,0.0201957110139496
3317,Rattus rattus,Sarahandrano,3,female,69,33734,secondary_forest,2.35,16945.999999999996,ASV_1415,0.03227900389472443
4012,Rattus rattus,Andatsakala,3,female,66,16169,village,0,8204,ASV_1415,0.02864456362749877
3986,Rattus rattus,Andatsakala,3,female,61,20304,village,0,13251.999999999998,ASV_1415,0.06406580138846965
3473,Mus musculus,Sarahandrano,3,female,8.5,25578,flooded_rice,0.31,18203,ASV_1416,0.01999670384002636
2406,Microgale brevicaudata,Mandena,2,male,13.5,18334,flooded_rice,1.12,15707,ASV_1417,0.06347488380976633
3897,Rattus rattus,Andatsakala,3,male,22,20560,secondary_forest,2.08,16523,ASV_1418,0.02154572414210493
3919,Rattus rattus,Andatsakala,3,male,16,25961,secondary_forest,2.08,14679.999999999998,ASV_1419,0.0587874659400545
3244,Rattus rattus,Sarahandrano,3,male,39.5,28462,agriculture,1.1,19769,ASV_1419,0.03556072638980221
2801,Rattus rattus,Sarahandrano,1,female,106,25979,brushy_regrowth,0.72,23573,ASV_1419,0.02006532897806812
2031,Rattus rattus,Mandena,1,male,130,26737,brushy_regrowth,2.21,16149.999999999998,ASV_142,0.03040247678018575
2169,Rattus rattus,Mandena,1,female,82,26773,flooded_rice,1.19,16681,ASV_142,0.04508123014207781
2222,Rattus rattus,Mandena,1,male,128,7899,village,0,5556,ASV_142,0.03671706263498919
2480,Rattus rattus,Mandena,2,female,117,32339,village,0,17762.999999999996,ASV_142,0.03822552496762933
2598,Rattus rattus,Mandena,3,male,54,22786,flooded_rice,1.19,10446.999999999998,ASV_142,0.041734469225615
2615,Rattus rattus,Mandena,3,female,28,18721,flooded_rice,1.19,9296.999999999998,ASV_142,0.05023125739485856
2675,Rattus rattus,Mandena,3,male,98,7286,secondary_forest,2.78,4337,ASV_142,0.12543232649296748
2683,Rattus rattus,Mandena,3,female,29,20393,semi-intact_forest,3.44,12818,ASV_142,0.02441878608207207
2737,Rattus rattus,Mandena,3,female,73,21052,village,0,10889.999999999998,ASV_142,0.222038567493113
2745,Rattus rattus,Mandena,3,male,95,31690,agroforest,0.45,11053.999999999998,ASV_142,0.17360231590374525
2751,Rattus rattus,Mandena,3,male,105,22635,village,0,13412.999999999998,ASV_142,0.0367553865652725
3020,Rattus rattus,Sarahandrano,2,female,86,33452,agroforest,2.11,9704.999999999998,ASV_142,0.03688820195775371
3031,Rattus rattus,Sarahandrano,2,female,148,38116,agroforest,2.11,16781.999999999996,ASV_142,0.09980931950899774
3039,Rattus rattus,Sarahandrano,2,male,106,24258,agroforest,2.11,11870,ASV_142,0.08180286436394271
3322,Rattus rattus,Sarahandrano,3,female,90,28375,secondary_forest,2.35,18756,ASV_142,0.05049050970356153
3581,Rattus rattus,Andatsakala,1,female,70,18218,semi-intact_forest,2.61,8265,ASV_142,0.05347852389594676
4037,Rattus rattus,Andatsakala,3,male,76,21186,village,0,7665.999999999998,ASV_142,0.05883120271327941
3689,Rattus rattus,Andatsakala,2,male,126,17057,agriculture,1.46,10358.999999999998,ASV_142,0.04662612221256878
2868,Rattus rattus,Sarahandrano,1,female,105,36771,agriculture,1.1,22311,ASV_142,0.02657881762359374
3808,Rattus rattus,Andatsakala,2,female,96,20401,flooded_rice,0.39,9628,ASV_142,0.02170751973410884
3800,Rattus rattus,Andatsakala,2,female,72,18750,village,0,8310.999999999998,ASV_142,0.0945734568643966
3821,Rattus rattus,Andatsakala,2,male,88,18177,village,0,8774.999999999998,ASV_142,0.114985754985755
2642,Rattus rattus,Mandena,3,female,43,19886,flooded_rice,1.19,10376.999999999998,ASV_142,0.0997398091934085
3661,Rattus rattus,Andatsakala,2,male,48,23879,brushy_regrowth,1.71,12233,ASV_142,0.0479032126215973
3150,Rattus rattus,Sarahandrano,2,female,66,11713,agriculture,1.1,7200.999999999999,ASV_142,0.11942785724204973
3778,Rattus rattus,Andatsakala,2,male,112,23670,flooded_rice,0.39,12275.999999999998,ASV_142,0.03836754643206255
2013,Rattus rattus,Mandena,1,female,88,11020,brushy_regrowth,2.21,7133,ASV_142,0.29566802187018093
3868,Rattus rattus,Andatsakala,3,female,72,15114,agriculture,1.46,8980.999999999998,ASV_142,0.0409753924952678
2539,Rattus rattus,Mandena,3,male,31,21542,brushy_regrowth,2.21,9091.999999999998,ASV_142,0.083919929608447
2553,Rattus rattus,Mandena,3,female,50,19725,agriculture,1.61,9982.999999999998,ASV_142,0.0287488730842432
3058,Rattus rattus,Sarahandrano,2,female,104,34990,secondary_forest,2.35,13109.999999999998,ASV_142,0.05697940503432493
2487,Rattus rattus,Mandena,2,female,33,34745,village,0,11964.999999999998,ASV_142,0.11776013372335982
2616,Rattus rattus,Mandena,3,male,132,23468,flooded_rice,1.19,13115.999999999998,ASV_142,0.04223848734370235
3959,Rattus rattus,Andatsakala,3,female,76,22376,village,0,10023,ASV_142,0.06774418836675646
2673,Rattus rattus,Mandena,3,male,154,21584,secondary_forest,2.78,13735.999999999998,ASV_142,0.0221316249271986
3499,Rattus rattus,Andatsakala,1,female,112,34121,brushy_regrowth,1.7,19065.999999999996,ASV_142,0.05019406272946607
2527,Rattus rattus,Mandena,3,male,114,15892,brushy_regrowth,2.21,7879.999999999999,ASV_142,0.02715736040609137
2754,Rattus rattus,Mandena,3,female,132,42246,agroforest,0.45,18912,ASV_142,0.06207698815566833
3038,Rattus rattus,Sarahandrano,2,male,138,40898,agroforest,2.11,13105.999999999998,ASV_142,0.06981535174729132
3344,Rattus rattus,Sarahandrano,3,female,108,71657,secondary_forest,2.35,34831.99999999999,ASV_142,0.05839457969683051
2671,Rattus rattus,Mandena,3,male,118,19258,secondary_forest,2.78,11648.999999999998,ASV_142,0.02489484075886341
2398,Rattus rattus,Mandena,2,female,122,6784,flooded_rice,1.19,4116.999999999999,ASV_142,0.05926645615739617
3772,Rattus rattus,Andatsakala,2,female,110,11667,agroforest,1.08,4757.999999999999,ASV_142,0.08596048759983187
3589,Mus musculus,Andatsakala,1,male,10.8,16456,agroforest,1.08,9364.999999999998,ASV_1420,0.03801388147357182
3507,Mus musculus,Andatsakala,1,female,10.8,24116,brushy_regrowth,1.7,11439.999999999998,ASV_1420,0.09763986013986016
2553,Rattus rattus,Mandena,3,female,50,19725,agriculture,1.61,9982.999999999998,ASV_1422,0.03706300711209056
2480,Rattus rattus,Mandena,2,female,117,32339,village,0,17762.999999999996,ASV_1426,0.02128018915723694
3348,Rattus rattus,Sarahandrano,3,male,88,32581,secondary_forest,2.35,15397.999999999998,ASV_1428,0.03013378360826079
2586,Rattus rattus,Mandena,3,male,132,20306,agriculture,1.61,13956.999999999998,ASV_1428,0.02779967041627857
2480,Rattus rattus,Mandena,2,female,117,32339,village,0,17762.999999999996,ASV_143,0.0252772617238079
2523,Rattus rattus,Mandena,3,male,70.5,24808,brushy_regrowth,2.21,13710.999999999998,ASV_143,0.01859820582014441
2538,Rattus rattus,Mandena,3,female,39,19657,brushy_regrowth,2.21,14283.999999999996,ASV_143,0.01561187342481097
2703,Rattus rattus,Mandena,3,female,95,16270,agroforest,0.45,10317.999999999998,ASV_143,0.02364799379724752
3064,Rattus rattus,Sarahandrano,2,male,166,36549,secondary_forest,2.35,18796.999999999996,ASV_143,0.02436559025376389
3346,Rattus rattus,Sarahandrano,3,male,63,13157,secondary_forest,2.35,9363,ASV_143,0.01676812987290398
3659,Rattus rattus,Andatsakala,1,female,64,16235,village,0,10811.999999999998,ASV_143,0.0175730669626341
3599,Rattus rattus,Andatsakala,1,female,108,29908,agroforest,1.08,18296.999999999996,ASV_143,0.02913045854511668
2062,Rattus rattus,Mandena,1,female,48,21458,agriculture,1.61,11809,ASV_143,0.01871453975781182
2123,Rattus rattus,Mandena,1,male,60,21702,secondary_forest,2.74,15697.999999999998,ASV_143,0.05300038221429482
2342,Rattus rattus,Mandena,2,male,113,20058,agriculture,1.61,14217,ASV_143,0.02243792642610958
2504,Rattus rattus,Mandena,3,female,20.5,21907,brushy_regrowth,2.21,9987.999999999998,ASV_143,0.03474169002803364
2553,Rattus rattus,Mandena,3,female,50,19725,agriculture,1.61,9982.999999999998,ASV_143,0.02484223179404988
2220,Rattus rattus,Mandena,1,male,41,23821,village,0,19599,ASV_143,0.02933823154242562
2659,Rattus rattus,Mandena,3,male,57,19573,secondary_forest,2.78,10289.999999999998,ASV_143,0.02439261418853256
3815,Rattus rattus,Andatsakala,2,female,65,15481,village,0,9147.999999999998,ASV_143,0.0310450371665938
2200,Rattus rattus,Mandena,1,male,50,22960,village,0,15867.999999999998,ASV_143,0.01512477943029996
2671,Rattus rattus,Mandena,3,male,118,19258,secondary_forest,2.78,11648.999999999998,ASV_143,0.02154691389818868
3410,Rattus rattus,Sarahandrano,3,female,77,26240,agroforest,2.11,13708.999999999998,ASV_143,0.0212269312130717
2204,Rattus rattus,Mandena,1,male,108,29867,village,0,22517.999999999996,ASV_143,0.01576516564526157
2367,Rattus rattus,Mandena,2,female,45,50238,secondary_forest,2.78,28369,ASV_143,0.02435757340759278
2590,Microgale brevicaudata,Mandena,3,female,12,20626,agriculture,1.61,8205,ASV_1430,0.06459475929311395
2807,Rattus rattus,Sarahandrano,1,female,110,39070,brushy_regrowth,0.72,17935,ASV_1431,0.030275996654586
2596,Rattus rattus,Mandena,3,female,65,20925,flooded_rice,1.19,9536,ASV_1431,0.02716023489932885
3973,Rattus rattus,Andatsakala,3,female,55,32492,village,0,16985,ASV_1433,0.01984103620841919
4012,Rattus rattus,Andatsakala,3,female,66,16169,village,0,8204,ASV_1433,0.0274256460263286
3650,Rattus rattus,Andatsakala,1,female,98,24443,village,0,10184.999999999998,ASV_1434,0.02778595974472261
2418,Rattus rattus,Mandena,2,female,138,27906,flooded_rice,1.19,16868,ASV_1436,0.01772587147261085
3511,Mus musculus,Andatsakala,1,female,11.2,61756,brushy_regrowth,1.7,44445,ASV_1437,0.02495218809764877
3846,Mus musculus,Andatsakala,3,male,14.5,55190,brushy_regrowth,1.71,33986,ASV_1437,0.06264344141705408
2306,Microgale brevicaudata,Mandena,2,male,10,18719,agriculture,1.53,10792.999999999998,ASV_1438,0.02844436208653757
3467,Mus musculus,Sarahandrano,3,male,9.4,31801,village,0,17854.999999999996,ASV_1438,0.01982637916549986
2997,Mus musculus,Sarahandrano,2,female,13.5,23997,brushy_regrowth,0.72,12512.999999999996,ASV_1438,0.02429473347718372
3109,Mus musculus,Sarahandrano,2,male,15.5,21419,flooded_rice,0.33,13938,ASV_1438,0.0177930836561917
2526,Rattus rattus,Mandena,3,female,36,22448,brushy_regrowth,2.21,14527.999999999998,ASV_144,0.05128028634361233
2347,Microgale brevicaudata,Mandena,2,female,6.8,26580,secondary_forest,2.78,21958,ASV_144,0.08338646506967849
2345,Microgale brevicaudata,Mandena,2,male,12,26578,secondary_forest,2.74,24870,ASV_144,0.488821873743466
2346,Microgale brevicaudata,Mandena,2,male,11,25547,secondary_forest,2.74,24964,ASV_144,0.8418522672648614
3347,Rattus rattus,Sarahandrano,3,male,98,46991,secondary_forest,2.35,29143,ASV_1441,0.04275469237895892
3381,Rattus rattus,Sarahandrano,3,male,128,35647,agroforest,2.11,22284.999999999996,ASV_1441,0.0248597711465111
3893,Rattus rattus,Andatsakala,3,male,80,14183,secondary_forest,2.08,8429.999999999998,ASV_1441,0.02241992882562277
2736,Rattus rattus,Mandena,3,male,82,18742,village,0,10558.999999999998,ASV_1441,0.03437825551662089
3470,Rattus rattus,Sarahandrano,3,male,158,38980,village,0,23548,ASV_1442,0.01944963478851706
3334,Rattus rattus,Sarahandrano,3,male,164,76827,secondary_forest,2.35,42452,ASV_1442,0.02202487515311409
3186,Rattus rattus,Sarahandrano,3,male,147,31296,brushy_regrowth,0.72,11101.999999999998,ASV_1444,0.03602954422626554
3990,Rattus rattus,Andatsakala,3,male,84,21314,flooded_rice,0.39,9634.999999999998,ASV_1446,0.03528801245459263
2780,Rattus rattus,Sarahandrano,1,male,22.5,28862,brushy_regrowth,0.72,21586,ASV_1446,0.01880848698230334
3971,Rattus rattus,Andatsakala,3,female,25,4075,village,0,2875.9999999999995,ASV_1449,0.01634214186369958
2039,Rattus rattus,Mandena,1,female,37,26248,brushy_regrowth,2.21,16176.999999999998,ASV_1449,0.02602460283118007
2166,Mus musculus,Mandena,1,female,18.2,30283,flooded_rice,1.19,17951.999999999996,ASV_145,0.02584670231729054
2180,Mus musculus,Mandena,1,male,8.7,23230,flooded_rice,1.19,11566.999999999998,ASV_145,0.05325494942508861
2210,Mus musculus,Mandena,1,female,12,28108,agroforest,0.45,18008,ASV_145,0.02354509107063527
2297,Mus musculus,Mandena,2,male,13.5,29327,agriculture,1.61,20520,ASV_145,0.01769005847953216
2305,Microgale brevicaudata,Mandena,2,male,10,40950,agriculture,1.53,27382.999999999996,ASV_145,0.01920899828360661
2307,Microgale brevicaudata,Mandena,2,male,13.5,19816,agriculture,1.53,13281.999999999998,ASV_145,0.04299051347688602
2308,Microgale brevicaudata,Mandena,2,male,10.5,23667,agriculture,1.53,14318.999999999998,ASV_145,0.02178923109155667
2309,Microgale brevicaudata,Mandena,2,male,10,27946,agriculture,1.64,16300.999999999998,ASV_145,0.02453837187902582
2321,Mus musculus,Mandena,2,female,13,24195,agriculture,1.61,11493.999999999998,ASV_145,0.03358273882025405
2323,Mus musculus,Mandena,2,female,9.5,24890,agriculture,1.61,12189.999999999998,ASV_145,0.02969647251845773
2413,Mus musculus,Mandena,2,male,15,26483,flooded_rice,1.19,16090.999999999998,ASV_145,0.07855322851283325
2415,Mus musculus,Mandena,2,male,15.5,29024,flooded_rice,1.19,20287,ASV_145,0.0311036624439296
2442,Mus musculus,Mandena,2,male,10.5,18828,agroforest,0.49,13299.999999999998,ASV_145,0.03233082706766917
2531,Mus musculus,Mandena,3,male,11.5,25363,brushy_regrowth,2.21,17545,ASV_145,0.05973211741236819
2532,Mus musculus,Mandena,3,male,10,27894,brushy_regrowth,2.21,12839.999999999998,ASV_145,0.0586448598130841
2629,Mus musculus,Mandena,3,female,11,16328,flooded_rice,1.19,10262.999999999998,ASV_145,0.01783104355451622
2641,Mus musculus,Mandena,3,male,11.5,23098,flooded_rice,1.19,14142.999999999998,ASV_145,0.026585590044545
2983,Mus musculus,Sarahandrano,1,male,11,54872,flooded_rice,0.33,34311.99999999999,ASV_145,0.01704942877127534
3188,Mus musculus,Sarahandrano,3,female,6.8,31399,brushy_regrowth,0.72,19980,ASV_145,0.03083083083083083
3195,Mus musculus,Sarahandrano,3,male,14.5,33670,brushy_regrowth,0.72,20578,ASV_145,0.03790455826610943
3412,Mus musculus,Sarahandrano,3,male,10.9,30962,agroforest,2.11,18473.999999999996,ASV_145,0.01991988740933203
3413,Mus musculus,Sarahandrano,3,male,9.2,22359,agroforest,2.11,16162.999999999998,ASV_145,0.04708284353152262
3482,Mus musculus,Sarahandrano,3,female,9.8,34016,flooded_rice,0.31,21481,ASV_145,0.02248498673246123
3551,Mus musculus,Andatsakala,1,male,12,22459,secondary_forest,2.08,14078,ASV_145,0.01768717147322061
3604,Mus musculus,Andatsakala,1,male,9.5,19467,agroforest,1.08,9366.999999999998,ASV_145,0.05764919397886196
3652,Mus musculus,Andatsakala,1,male,11.2,17985,flooded_rice,0.4,10555.999999999998,ASV_145,0.02737779461917392
3956,Mus musculus,Andatsakala,3,female,14.8,60691,flooded_rice,0.39,30305.999999999996,ASV_145,0.02438461030818978
2561,Mus musculus,Mandena,3,male,11.5,30404,agriculture,1.61,18413,ASV_145,0.02302720903709336
2593,Mus musculus,Mandena,3,male,12.5,22215,flooded_rice,1.19,12793.999999999998,ASV_145,0.04463029545099266
2433,Mus musculus,Mandena,2,male,15,23244,flooded_rice,1.19,10946.999999999998,ASV_145,0.03699643738010413
3589,Mus musculus,Andatsakala,1,male,10.8,16456,agroforest,1.08,9364.999999999998,ASV_145,0.05221569674319275
2414,Mus musculus,Mandena,2,female,13.5,33719,flooded_rice,1.19,18129.999999999996,ASV_145,0.04362934362934363
2174,Mus musculus,Mandena,1,female,15,24728,flooded_rice,1.19,15728,ASV_145,0.01723041709053916
2520,Mus musculus,Mandena,3,male,11.5,25049,brushy_regrowth,2.21,13345.999999999998,ASV_145,0.05762026075228534
3092,Mus musculus,Sarahandrano,2,male,12,16930,flooded_rice,0.33,11997,ASV_145,0.03750937734433608
3095,Mus musculus,Sarahandrano,2,male,10.5,31195,flooded_rice,0.33,18646,ASV_145,0.02928241982194572
3498,Mus musculus,Andatsakala,1,male,11.2,12764,brushy_regrowth,1.7,7776.999999999998,ASV_145,0.0252025202520252
2214,Mus musculus,Mandena,1,female,15,30013,agroforest,0.45,18589,ASV_145,0.01780622949055891
3507,Mus musculus,Andatsakala,1,female,10.8,24116,brushy_regrowth,1.7,11439.999999999998,ASV_145,0.02325174825174824
3423,Mus musculus,Sarahandrano,3,female,12,35430,agroforest,2.11,19296,ASV_145,0.04063018242122719
3989,Mus musculus,Andatsakala,3,female,12.4,74462,village,0,53286.99999999999,ASV_145,0.01886013474205716
2997,Mus musculus,Sarahandrano,2,female,13.5,23997,brushy_regrowth,0.72,12512.999999999996,ASV_145,0.01997922160952609
2060,Mus musculus,Mandena,1,male,13,31295,agriculture,1.61,20270.999999999996,ASV_145,0.01677272951507078
3690,Mus musculus,Andatsakala,2,male,15,60279,agriculture,1.46,28125.999999999996,ASV_145,0.08337481333997014
3739,Mus musculus,Andatsakala,2,female,12.5,50080,agroforest,1.08,27494.999999999996,ASV_145,0.02094926350245498
3604,Mus musculus,Andatsakala,1,male,9.5,19467,agroforest,1.08,9366.999999999998,ASV_1450,0.02732998825664567
3993,Mus musculus,Andatsakala,3,male,15.5,79576,agroforest,1.08,41108,ASV_1450,0.05096331614284323
3597,Mus musculus,Andatsakala,1,male,13,8990,agroforest,1.08,4737.999999999999,ASV_1450,0.06184043900379908
3041,Rattus rattus,Sarahandrano,2,male,148,47463,agroforest,2.11,14705.999999999998,ASV_1451,0.04059567523459812
2459,Rattus rattus,Mandena,2,female,53.5,59001,village,0,36567,ASV_1451,0.02756583805070145
3497,Mus musculus,Andatsakala,1,male,16.5,2524,brushy_regrowth,1.7,1872,ASV_1452,0.02029914529914529
3250,Rattus rattus,Sarahandrano,3,female,75,41618,agriculture,1.1,19539.999999999996,ASV_1453,0.06734902763561924
3330,Rattus rattus,Sarahandrano,3,male,112,44887,secondary_forest,2.35,23316.999999999996,ASV_1453,0.0247887807179311
3442,Rattus rattus,Sarahandrano,3,female,103,75818,village,0,49900,ASV_1453,0.01551102204408817
2270,Rattus rattus,Mandena,2,male,140,16126,brushy_regrowth,2.21,7542.999999999998,ASV_1456,0.04069998674267533
3335,Rattus rattus,Sarahandrano,3,female,116,31136,secondary_forest,2.35,14959.999999999996,ASV_1456,0.02279411764705881
3002,Rattus rattus,Sarahandrano,2,male,103,50473,brushy_regrowth,0.72,17846.999999999996,ASV_1457,0.03401131842886759
3760,Mus musculus,Andatsakala,2,male,6,46688,agroforest,1.08,34377,ASV_1458,0.01687174564388981
2383,Microgale brevicaudata,Mandena,2,male,11.5,24928,semi-intact_forest,3.34,21378,ASV_146,0.9870895312938536
2625,Microgale brevicaudata,Mandena,3,female,12.5,22347,flooded_rice,1.12,20200,ASV_146,0.848019801980198
3928,Rattus rattus,Andatsakala,3,female,17,20682,secondary_forest,2.08,12271.999999999996,ASV_1460,0.02322359843546284
3903,Rattus rattus,Andatsakala,3,male,76,25351,secondary_forest,2.08,10886.999999999998,ASV_1460,0.23890879030035828
3587,Mus musculus,Andatsakala,1,male,10.8,20153,agroforest,1.08,12666.999999999998,ASV_1461,0.02707823478329517
3478,Mus musculus,Sarahandrano,3,male,13.8,32289,village,0,28484,ASV_1462,0.01281421148715068
3489,Rattus rattus,Sarahandrano,3,male,14.5,25000,village,0,22255,ASV_1462,0.0123567737587059
2733,Rattus rattus,Mandena,3,male,35,17629,agroforest,0.45,15418,ASV_1462,0.06369178881826437
2738,Rattus rattus,Mandena,3,male,88,20976,village,0,16732,ASV_1462,0.02659574468085106
2170,Microgale brevicaudata,Mandena,1,male,15.4,22229,flooded_rice,1.12,13445.999999999998,ASV_1463,0.1683772125539194
2688,Microgale brevicaudata,Mandena,3,male,8.5,13175,semi-intact_forest,3.49,11199,ASV_1463,0.03294937047950709
3832,Rattus rattus,Andatsakala,3,female,102,20815,brushy_regrowth,1.71,13546,ASV_1464,0.01572419902554258
2067,Rattus rattus,Mandena,1,male,88,23381,agriculture,1.61,12051.999999999998,ASV_1464,0.04024228343843345
2782,Rattus rattus,Sarahandrano,1,male,168,28637,brushy_regrowth,0.72,20642.999999999996,ASV_1464,0.01584072082546141
3654,Rattus rattus,Andatsakala,1,male,46,28834,village,0,16310.999999999998,ASV_1465,0.0212739868800196
2793,Rattus rattus,Sarahandrano,1,male,114,5139,brushy_regrowth,0.72,3848.999999999999,ASV_1465,0.02390231228890621
3186,Rattus rattus,Sarahandrano,3,male,147,31296,brushy_regrowth,0.72,11101.999999999998,ASV_1466,0.09268600252206811
2933,Rattus rattus,Sarahandrano,1,female,43,52068,agroforest,2.11,34340,ASV_1467,0.02245195107746067
2231,Mus musculus,Mandena,1,male,12,36215,agroforest,0.45,22810,ASV_147,0.05168785620341954
2237,Mus musculus,Mandena,1,male,11,23067,agroforest,0.45,13284.999999999998,ASV_147,0.03575461046292811
2308,Microgale brevicaudata,Mandena,2,male,10.5,23667,agriculture,1.53,14318.999999999998,ASV_147,0.02604930511907256
2321,Mus musculus,Mandena,2,female,13,24195,agriculture,1.61,11493.999999999998,ASV_147,0.02166347659648511
2335,Mus musculus,Mandena,2,female,9,31046,agriculture,1.61,26662,ASV_147,0.01781561773310329
2463,Mus musculus,Mandena,2,female,16,21730,agroforest,0.45,14541,ASV_147,0.02118148683034179
2473,Mus musculus,Mandena,2,male,15,22705,agroforest,0.45,11825.999999999998,ASV_147,0.04523930323017081
2519,Mus musculus,Mandena,3,female,5.8,21665,brushy_regrowth,2.38,12035.999999999998,ASV_147,0.03331671651711531
2532,Mus musculus,Mandena,3,male,10,27894,brushy_regrowth,2.21,12839.999999999998,ASV_147,0.04595015576323988
2533,Mus musculus,Mandena,3,male,14.5,20814,brushy_regrowth,2.21,13094.999999999998,ASV_147,0.07926689576174113
2641,Mus musculus,Mandena,3,male,11.5,23098,flooded_rice,1.19,14142.999999999998,ASV_147,0.02156543873294208
2722,Rattus rattus,Mandena,3,male,115,26667,agroforest,0.45,15803.999999999998,ASV_147,0.03556061756517336
2983,Mus musculus,Sarahandrano,1,male,11,54872,flooded_rice,0.33,34311.99999999999,ASV_147,0.14545931452553046
3078,Mus musculus,Sarahandrano,2,female,14.8,21116,flooded_rice,0.33,11182.999999999998,ASV_147,0.02745238308146293
3624,Mus musculus,Andatsakala,1,female,9,27969,flooded_rice,0.4,15493.999999999996,ASV_147,0.03414224861236609
3640,Mus musculus,Andatsakala,1,male,11,22197,flooded_rice,0.4,10708.999999999998,ASV_147,0.05350639648893453
3652,Mus musculus,Andatsakala,1,male,11.2,17985,flooded_rice,0.4,10555.999999999998,ASV_147,0.02159909056460781
3717,Mus musculus,Andatsakala,2,male,12,54036,secondary_forest,2.08,26374.999999999996,ASV_147,0.05664454976303318
3735,Rattus rattus,Andatsakala,2,male,156,41136,semi-intact_forest,2.6,24071.999999999996,ASV_147,0.132851445663011
3993,Mus musculus,Andatsakala,3,male,15.5,79576,agroforest,1.08,41108,ASV_147,0.02902111511141382
2041,Mus musculus,Mandena,1,female,15.5,2065,brushy_regrowth,2.21,1540.9999999999998,ASV_147,0.01881894873458792
2561,Mus musculus,Mandena,3,male,11.5,30404,agriculture,1.61,18413,ASV_147,0.08483136914136752
2050,Mus musculus,Mandena,1,male,12,20295,agriculture,1.61,11979.999999999998,ASV_147,0.0357262103505843
2593,Mus musculus,Mandena,3,male,12.5,22215,flooded_rice,1.19,12793.999999999998,ASV_147,0.07308113178052213
3597,Mus musculus,Andatsakala,1,male,13,8990,agroforest,1.08,4737.999999999999,ASV_147,0.03039257070493878
2414,Mus musculus,Mandena,2,female,13.5,33719,flooded_rice,1.19,18129.999999999996,ASV_147,0.05168229453943741
2174,Mus musculus,Mandena,1,female,15,24728,flooded_rice,1.19,15728,ASV_147,0.02377924720244149
2051,Mus musculus,Mandena,1,male,11.8,33327,agriculture,1.61,15725.999999999998,ASV_147,0.02670736360167875
3943,Mus musculus,Andatsakala,3,female,10.2,60319,flooded_rice,0.39,29772.999999999993,ASV_147,0.02545930876969065
2635,Microgale brevicaudata,Mandena,3,female,9.2,21102,flooded_rice,1.12,12974.999999999998,ASV_147,0.01919075144508669
2735,Mus musculus,Mandena,3,female,13,11631,agroforest,0.45,7911.999999999999,ASV_147,0.01946410515672396
3507,Mus musculus,Andatsakala,1,female,10.8,24116,brushy_regrowth,1.7,11439.999999999998,ASV_147,0.05638111888111887
3846,Mus musculus,Andatsakala,3,male,14.5,55190,brushy_regrowth,1.71,33986,ASV_147,0.02206791031601247
2060,Mus musculus,Mandena,1,male,13,31295,agriculture,1.61,20270.999999999996,ASV_147,0.0185486655813724
3632,Mus musculus,Andatsakala,1,female,13.8,27729,flooded_rice,0.4,15783.999999999998,ASV_147,0.02103395843892549
3793,Mus musculus,Andatsakala,2,female,11.5,50584,village,0,20920.999999999996,ASV_147,0.0431623727355289
3783,Mus musculus,Andatsakala,2,male,13,59454,flooded_rice,0.39,31267.999999999996,ASV_147,0.06597799667391584
3739,Mus musculus,Andatsakala,2,female,12.5,50080,agroforest,1.08,27494.999999999996,ASV_1470,0.02200400072740498
